feature,frequency,percentage
LINC01565,60,100.0
TMEM210,60,100.0
ARRDC3,60,100.0
ZNF284,60,100.0
GABARAPL1,60,100.0
MOCOS,60,100.0
SNRNP25,60,100.0
ZNF165,57,95.0
DUSP1,57,95.0
CTNNA1,57,95.0
LINC02340,57,95.0
EIF1,57,95.0
VWA5A,57,95.0
LIMK2,57,95.0
MAOA,57,95.0
SDCBP2,57,95.0
RNU4-49P,57,95.0
ATF3,57,95.0
ARG2,57,95.0
TTC39C,57,95.0
NPHP4,57,95.0
SPRING1,54,90.0
FN3KRP,54,90.0
RMND5A,54,90.0
SCCPDH,54,90.0
ATL3,54,90.0
ALDH2,54,90.0
FAM210A,54,90.0
JPT1,54,90.0
RAB33B,54,90.0
ARL6IP1,54,90.0
CREM,54,90.0
SEPTIN10,54,90.0
RTN3,54,90.0
ABCA7,54,90.0
CAMK2D,54,90.0
TOB1,54,90.0
LRRC52,54,90.0
MAP1LC3B,54,90.0
ADSS2,54,90.0
DBR1,54,90.0
TMBIM1,54,90.0
LGALS7B,54,90.0
CHP1,54,90.0
HTATIP2,54,90.0
MCM4,54,90.0
HROB,54,90.0
WLS,54,90.0
RIOK3,54,90.0
HSPB8,51,85.0
NDRG1,51,85.0
NAMPT,51,85.0
TMEM237,51,85.0
C6orf62,51,85.0
CAMKV,51,85.0
USP17L7,51,85.0
LITAF,51,85.0
PPP1CB,51,85.0
DUSP19,51,85.0
CD55,51,85.0
HIBADH,51,85.0
LINC01358,51,85.0
FLOT2,51,85.0
SERPINB1,51,85.0
TLCD5,51,85.0
C12orf76,51,85.0
ADAMTS18,51,85.0
H3C11,51,85.0
EIF2S3,51,85.0
NUP43,51,85.0
LGALS3,51,85.0
TBL1XR1,51,85.0
MORF4L1,51,85.0
CTH,51,85.0
PLXNA4,48,80.0
TC2N,48,80.0
LRRC57,48,80.0
LINC02104,48,80.0
DSC2,48,80.0
LAPTM4B,48,80.0
OSER1,48,80.0
ANXA1,48,80.0
RAB11A,48,80.0
PLA2G15,48,80.0
SPICE1,48,80.0
RPS6KA5,48,80.0
PCCA,48,80.0
USP1,48,80.0
TMEM140,48,80.0
TAGLN2,48,80.0
DEGS1,48,80.0
ID3,48,80.0
LINC02888,48,80.0
SOD2,48,80.0
STX8,48,80.0
FOS,48,80.0
MFSD6L,48,80.0
MAT2B,48,80.0
LINC02289,48,80.0
RETREG1,48,80.0
NUP37,48,80.0
