feature,frequency,percentage
LINC01565,60,100.0
HROB,60,100.0
GABARAPL1,60,100.0
TRGJP2,57,95.0
DUSP1,57,95.0
JPT1,57,95.0
SNRNP25,57,95.0
LINC00261,57,95.0
SND1-DT,57,95.0
ARG2,57,95.0
TOB1,57,95.0
ADAM22,57,95.0
TRAPPC14,54,90.0
RNU4ATAC18P,54,90.0
LGALS7B,54,90.0
ADAM7,54,90.0
CBLL2,54,90.0
PLXNA4,54,90.0
SMU1P1,54,90.0
HSPB8,54,90.0
TMEM210,54,90.0
LRRC52,54,90.0
RIOK3,54,90.0
MARCHF3,54,90.0
RPS20P10,54,90.0
SNRPEP10,51,85.0
PLP2,51,85.0
ADAMTS18,51,85.0
LINC01358,51,85.0
TAGLN2,51,85.0
CAMKV,51,85.0
CEACAM21,51,85.0
SDCBP2,51,85.0
LINC02340,51,85.0
PELO-AS1,51,85.0
MOCOS,51,85.0
ASB16-AS1,51,85.0
HPYR1,51,85.0
KMO,51,85.0
FRMD4A,51,85.0
PRRG4,51,85.0
SCAT8,51,85.0
EDDM3B,51,85.0
PWWP2AP1,51,85.0
RETREG1,51,85.0
KCNK13,51,85.0
SEMA6A-AS1,51,85.0
DCTPP1,48,80.0
ATP6V0E1,48,80.0
LINC00882,48,80.0
ARHGAP26,48,80.0
APOL1,48,80.0
ARHGEF38-IT1,48,80.0
EPHA2,48,80.0
MTND4P22,48,80.0
NOSTRIN,48,80.0
HTATIP2,48,80.0
MTCO1P35,48,80.0
MIR623,48,80.0
DOCK9,45,75.0
RGS12,45,75.0
NUPR2,45,75.0
SNORD101,45,75.0
SHANK3,45,75.0
TBC1D28,45,75.0
IFNA8,45,75.0
TMEM170B,45,75.0
GPR87,45,75.0
RPS6KA5,45,75.0
TGIF1,45,75.0
ANXA2,45,75.0
TRAV13-2,45,75.0
RTN3,45,75.0
SEPTIN10,45,75.0
PFKP,45,75.0
KLF6,45,75.0
KCNG1,45,75.0
MED12L,45,75.0
LINC02137,45,75.0
RBFOX3,45,75.0
DUSP2,45,75.0
DEFB1,45,75.0
SOD2,45,75.0
CT69,45,75.0
USP17L7,45,75.0
RNFT1P3,45,75.0
PCARE,45,75.0
RNU6-411P,45,75.0
LINC02888,42,70.0
ATP6V1A,42,70.0
BCL2L10,42,70.0
CD55,42,70.0
SYT2,42,70.0
C16orf46-DT,42,70.0
HCRTR2,42,70.0
RIMKLB,42,70.0
LGALS3,42,70.0
AGAP1,42,70.0
SESTD1,42,70.0
GALE,42,70.0
FCHO1,42,70.0
SULT4A1,42,70.0
MFSD6L,42,70.0
LINC00891,42,70.0
ALDH2,42,70.0
FDCSP,42,70.0
SLC25A53,42,70.0
MFSD4A,42,70.0
RAD51,42,70.0
RPS6KA2,42,70.0
MOBP,42,70.0
COMETT,42,70.0
MGST1,42,70.0
ADSS2,42,70.0
CDK5P1,42,70.0
LINC02522,42,70.0
HPSE,42,70.0
NCLP1,42,70.0
PSTK,39,65.0
PSEN1,39,65.0
CLPSL1,39,65.0
QKILA,39,65.0
RAPSN,39,65.0
TC2N,39,65.0
BBOX1-AS1,39,65.0
CCNB2P1,39,65.0
RNU6-935P,39,65.0
LINC00304,39,65.0
NAV2,39,65.0
RPL21P107,39,65.0
RHPN2,39,65.0
RNU6-1164P,39,65.0
PNKD,39,65.0
TMEM140,39,65.0
MIR5195,39,65.0
RBP4,39,65.0
NCMAP,39,65.0
ARL2BPP1,39,65.0
LINC01010,39,65.0
TTC36,39,65.0
SPATS2,39,65.0
GADD45B,39,65.0
ACSM5P1,39,65.0
L3MBTL4,39,65.0
LINC03028,39,65.0
SUMO2P1,39,65.0
RNU6-484P,39,65.0
