feature,frequency,percentage
FRMD4A,120,100.0
CD55,120,100.0
GABARAPL1,120,100.0
MARCHF3,120,100.0
CBLL2,120,100.0
MOCOS,120,100.0
TGIF1,120,100.0
LGALS7B,120,100.0
RNU4ATAC18P,120,100.0
DCTPP1,120,100.0
ARG2,120,100.0
SEMA6A-AS1,120,100.0
RTN3,120,100.0
JPT1,120,100.0
LINC00882,120,100.0
TBC1D28,120,100.0
SND1-DT,120,100.0
HPSE,120,100.0
SDCBP2,120,100.0
HROB,120,100.0
LINC01565,120,100.0
RIOK3,120,100.0
PLP2,120,100.0
LINC01358,120,100.0
KMO,120,100.0
SCAT8,120,100.0
MCM4,120,100.0
PLXNA4,120,100.0
RPS20P10,120,100.0
ENOX1-AS1,120,100.0
PWWP2AP1,120,100.0
HTATIP2,120,100.0
ADAM7,120,100.0
ALDH2,120,100.0
LINC00261,120,100.0
LRRC52,120,100.0
TAGLN2,120,100.0
MGST3,120,100.0
ADAM22,120,100.0
RETREG1,120,100.0
LINC02340,120,100.0
TRAPPC14,120,100.0
TMEM140,120,100.0
RBFOX3,120,100.0
PKDCC,120,100.0
SNRNP25,120,100.0
PFKP,120,100.0
TOB1,120,100.0
HSPB8,120,100.0
CCDC54-AS1,114,95.0
ADAMTS18,114,95.0
KLF6,114,95.0
SMU1P1,114,95.0
MED12L,114,95.0
ADSS2,114,95.0
LINC02289,114,95.0
ASB16-AS1,114,95.0
ZNF859P,114,95.0
RNU6-411P,114,95.0
TRGJP2,114,95.0
DUSP1,114,95.0
DEFB1,114,95.0
ATP6V0E1,114,95.0
KCNK13,114,95.0
SNRPEP10,114,95.0
RBMX2P5,114,95.0
LINC02522,114,95.0
YTHDF3P1,114,95.0
LGALS3,114,95.0
SULT4A1,114,95.0
GALE,114,95.0
EPHA2,114,95.0
ACSM5P1,114,95.0
SETP16,114,95.0
HPYR1,114,95.0
RPL23AP86,114,95.0
DEPP1,114,95.0
RNFT1P3,114,95.0
PSTK,114,95.0
ARHGEF38-IT1,114,95.0
RNU4-49P,114,95.0
TMEM210,114,95.0
RAD51,114,95.0
SEPTIN10,114,95.0
ANXA2,108,90.0
MTCO1P35,108,90.0
EIF1,108,90.0
NAV2,108,90.0
CAMKV,108,90.0
GPR87,108,90.0
TTC9B,108,90.0
USP17L7,108,90.0
SDCBP,108,90.0
RIMKLB,108,90.0
RNU6-935P,108,90.0
NOSTRIN,108,90.0
PCARE,108,90.0
MFSD6L,108,90.0
KRT8P30,108,90.0
NUPR2,108,90.0
RAPSN,108,90.0
ZNF418,108,90.0
NPAS3,108,90.0
ATF3,108,90.0
SCCPDH,108,90.0
COMETT,108,90.0
EDDM3B,108,90.0
PRRG4,108,90.0
LDHA,108,90.0
RNU6-1164P,108,90.0
CXCL14,108,90.0
HSD17B11,108,90.0
LINC00304,108,90.0
CCNB2P1,108,90.0
PLA2G15,108,90.0
LINC02669,108,90.0
SYT2,108,90.0
LINC03028,108,90.0
RPS6KA2,108,90.0
OFD1,108,90.0
APOL1,108,90.0
TMEM45B,108,90.0
LRP2,108,90.0
RPS6KA5,108,90.0
GLRXP2,108,90.0
EZR,108,90.0
SOD2,108,90.0
ARHGAP26,108,90.0
C16orf46-DT,108,90.0
MTND4P22,108,90.0
PSEN1,108,90.0
MAP1LC3B,108,90.0
PELO-AS1,108,90.0
CEACAM21,108,90.0
RNA5SP442,102,85.0
CASP4,102,85.0
MIR342,102,85.0
DSC2,102,85.0
ENPP7P11,102,85.0
ALG13,102,85.0
SHANK3,102,85.0
SLC44A1,102,85.0
MFSD4A,102,85.0
DBR1,102,85.0
CHMP5,102,85.0
BCL2L10,102,85.0
SLC24A5,102,85.0
AQP12A,102,85.0
MTND4P16,102,85.0
ZNF284,102,85.0
LINC02888,102,85.0
SESTD1,102,85.0
PPP1R1B,102,85.0
MTND5P16,102,85.0
CAPZA3,102,85.0
