feature,frequency,percentage
PLSCR1,100,100.0
TOB1,100,100.0
USP17L7,100,100.0
MAP1LC3B,100,100.0
HTATIP2,100,100.0
TAGLN2,100,100.0
CAPZA3,100,100.0
LINC01565,100,100.0
ABCA7,100,100.0
FN3KRP,100,100.0
FAM210A,100,100.0
PCCA,100,100.0
ALDH2,100,100.0
TMEM210,100,100.0
SLC17A4,100,100.0
RTN3,100,100.0
TMBIM1,100,100.0
PLXNA4,100,100.0
LRP2,100,100.0
RIOK3,100,100.0
HIBADH,100,100.0
ARG2,100,100.0
RETREG1,100,100.0
CLDN24,100,100.0
RMND5A,100,100.0
MACIR,100,100.0
LIMK2,100,100.0
DBR1,100,100.0
MCM4,100,100.0
MOCOS,100,100.0
LAPTM4B,100,100.0
HSPB8,100,100.0
NPAS3,100,100.0
GABARAPL1,100,100.0
ZNF165,100,100.0
EIF1,100,100.0
SDCBP2,100,100.0
DUSP1,100,100.0
NUP43,100,100.0
RNU4-49P,100,100.0
TTC39C,100,100.0
CHP1,100,100.0
JPT1,100,100.0
SCCPDH,100,100.0
LINC02104,100,100.0
MAOA,100,100.0
WLS,100,100.0
SERPINB1,100,100.0
CD55,100,100.0
SNRNP25,100,100.0
HROB,100,100.0
ARL6IP1,100,100.0
RAB33B,100,100.0
ZNF284,100,100.0
ARRDC3,100,100.0
CAMK2D,100,100.0
CTNNA1,100,100.0
NPHP4,100,100.0
LRRC52,100,100.0
ATF3,100,100.0
ADSS2,100,100.0
LINC01358,100,100.0
H3C11,100,100.0
LINC02340,100,100.0
ATL3,100,100.0
PLS3,95,95.0
EPHA2,95,95.0
NCCRP1,95,95.0
MCM5,95,95.0
RNU6-1209P,95,95.0
STK19,95,95.0
TC2N,95,95.0
RAP1GDS1,95,95.0
FLOT2,95,95.0
RPL23AP86,95,95.0
ID3,95,95.0
MIR5195,95,95.0
KMO,95,95.0
CTH,95,95.0
CAPZA1,95,95.0
DHCR24,95,95.0
RPL21P88,95,95.0
LINC02888,95,95.0
LGALS3,95,95.0
OSER1,95,95.0
RAB11A,95,95.0
C6orf62,95,95.0
SORBS2-AS1,95,95.0
ANXA1,95,95.0
VWA5A,95,95.0
CREM,95,95.0
HCRTR2,95,95.0
SDCBP,95,95.0
PPP1CB,95,95.0
ARL3,95,95.0
NAMPT,95,95.0
SLC2A9,95,95.0
TPGS1,95,95.0
DEFB1,95,95.0
HENMT1,95,95.0
TGIF1,95,95.0
STX8,95,95.0
MGST1,95,95.0
GPRC5A,95,95.0
GIMAP3P,95,95.0
TMEM237,95,95.0
TMEM140,95,95.0
C12orf76,95,95.0
JAKMIP1,95,95.0
MORF4L1,95,95.0
LETM2,95,95.0
MFSD6L,95,95.0
LGALS7B,95,95.0
BCDIN3D,95,95.0
MAT2B,95,95.0
SEPTIN10,95,95.0
TLCD5,95,95.0
SPICE1,95,95.0
DEGS1,95,95.0
CDKN1A,90,90.0
LINC00304,90,90.0
SLC41A2,90,90.0
ZNF691-DT,90,90.0
MCU,90,90.0
LITAF,90,90.0
PHAF1,90,90.0
DUSP2,90,90.0
PERP,90,90.0
ECHDC1,90,90.0
LDHA,90,90.0
DSC2,90,90.0
SERINC5,90,90.0
SPRING1,90,90.0
RPL22P23,90,90.0
RDH13,90,90.0
HNRNPA1P27,90,90.0
CHMP5,90,90.0
STXBP3,90,90.0
USP1,90,90.0
WWC1,90,90.0
EIF2S3,90,90.0
ARPC1B,90,90.0
SOD2,90,90.0
SMPDL3A,90,90.0
HPSE,90,90.0
PHYH,90,90.0
LINC01511,90,90.0
CCNB2P1,90,90.0
CTTN,90,90.0
GLMP,90,90.0
FOS,90,90.0
P4HA1,90,90.0
ADAMTS18,90,90.0
FRMD4A,90,90.0
ANXA4,90,90.0
VPS41,90,90.0
PSEN1,90,90.0
PHYHIPL,90,90.0
LINC02289,90,90.0
CD47,90,90.0
ZNF418,90,90.0
TUBA1A,90,90.0
SLC39A1,90,90.0
MSRB1,90,90.0
DUSP19,90,90.0
CAPZA2,90,90.0
NCLP1,90,90.0
LSMEM1,90,90.0
PTPRR,90,90.0
NUP37,90,90.0
NDRG1,90,90.0
DBX2,90,90.0
ANXA2,90,90.0
RIN2,90,90.0
DUSP5P1,90,90.0
ARID5B,90,90.0
PLA2G15,90,90.0
KBTBD4,90,90.0
CAMKV,85,85.0
INSR,85,85.0
WWC2-AS2,85,85.0
PPBP,85,85.0
TNFSF12,85,85.0
RN7SL16P,85,85.0
RIMKLB,85,85.0
DYNLRB1,85,85.0
MTND3P6,85,85.0
GALNT11,85,85.0
PTPN11P1,85,85.0
LRRC57,85,85.0
VSTM1,85,85.0
CNIH4,85,85.0
ARHGAP26,85,85.0
CASP4,85,85.0
CXCL14,85,85.0
HSD17B11,85,85.0
GCNT3,85,85.0
NUPR2,85,85.0
ZBTB48,85,85.0
MIR765,85,85.0
RBP4,85,85.0
MTCP1,85,85.0
SMU1P1,85,85.0
HSPE1P8,85,85.0
OR2M3,85,85.0
P2RX4,85,85.0
PRMT2,85,85.0
MFSD4A,85,85.0
RACGAP1,85,85.0
CXCL16,85,85.0
TRIM47,85,85.0
ZNF622,85,85.0
SCAT8,85,85.0
KNSTRN,85,85.0
COX7A2P1,85,85.0
MTND4P16,85,85.0
HOXA7,85,85.0
ZNF670,85,85.0
RPS6KA5,85,85.0
TBL1XR1,85,85.0
WDR1,85,85.0
DDX52,85,85.0
SDC4,85,85.0
CDH1,85,85.0
MAP3K4-AS1,85,85.0
SLC24A5,85,85.0
MRPL45,85,85.0
PPP1R15A,85,85.0
RPSAP56,85,85.0
KCNG1,85,85.0
CCDC28A,85,85.0
ATP6V0E1,85,85.0
ATP6V1A,85,85.0
RNU6-935P,80,80.0
SKIL,80,80.0
RNU6-130P,80,80.0
CYP2C18,80,80.0
THBD,80,80.0
PGM2,80,80.0
GADD45B,80,80.0
CEPT1,80,80.0
PFKP,80,80.0
SET,80,80.0
SPATA20,80,80.0
TMUB2,80,80.0
SPDYE18,80,80.0
YWHAZP10,80,80.0
SMYD2,80,80.0
CADM1,80,80.0
TMCO3,80,80.0
MAFF,80,80.0
NRBF2,80,80.0
CAST,80,80.0
SAP30L-AS1,80,80.0
MBOAT1,80,80.0
EZR,80,80.0
ARNT,80,80.0
BCL2L10,80,80.0
CCN1,80,80.0
ARID5A,80,80.0
ZNF544,80,80.0
NBR2,80,80.0
RAB11FIP1,80,80.0
CYP1A1,80,80.0
KRT7,80,80.0
LRRC31,80,80.0
ADAM22,80,80.0
KCNK13,80,80.0
CSRP3-AS1,80,80.0
ASB16-AS1,80,80.0
RN7SKP4,80,80.0
ZNF549,80,80.0
ERRFI1,80,80.0
GATA2-AS1,80,80.0
RAD51,80,80.0
UBE2B,80,80.0
NMI,80,80.0
LINC00891,80,80.0
GLOD4,80,80.0
SLC7A2,80,80.0
LINC00882,80,80.0
SPECC1L-ADORA2A,80,80.0
MTCO1P35,80,80.0
LINC00581,80,80.0
TMBIM4,75,75.0
ANKRD10,75,75.0
ID1,75,75.0
PTGER2,75,75.0
CEBPG,75,75.0
APOL1,75,75.0
NCR2,75,75.0
TMT1A,75,75.0
ELAVL3,75,75.0
NPC2,75,75.0
CRLF3,75,75.0
WDR5,75,75.0
HEPHL1,75,75.0
INAVA,75,75.0
ACTN4,75,75.0
B3GLCT,75,75.0
ASNSD1,75,75.0
SLC7A5,75,75.0
PRRG4,75,75.0
RNU4ATAC18P,75,75.0
MIR98,75,75.0
DPYSL2,75,75.0
ZDHHC13,75,75.0
ADAM7,75,75.0
EIF4A2,75,75.0
AP1AR-DT,75,75.0
PPM1M,75,75.0
PSTK,75,75.0
CD2BP2,75,75.0
LINC00534,75,75.0
PDE6B-AS1,75,75.0
STAU2,75,75.0
CEBPZ,75,75.0
NCOA7,75,75.0
DEPP1,75,75.0
LPIN3,75,75.0
CASTOR2,75,75.0
SUN1,75,75.0
PACRG-AS1,75,75.0
CALCR,75,75.0
PRXL2C,75,75.0
NANOGP5,75,75.0
ITGB1BP1,75,75.0
COMETT,75,75.0
AGAP1,75,75.0
NSUN3,75,75.0
NMT1,75,75.0
ZDHHC4,75,75.0
RN7SL164P,75,75.0
PKDCC,75,75.0
LINC02522,75,75.0
LINC01728,75,75.0
TMEM14A,70,70.0
LINC02672,70,70.0
ZFP36L2,70,70.0
ADCYAP1R1,70,70.0
GPC4,70,70.0
THAP5,70,70.0
ACOT9,70,70.0
ENPP7P11,70,70.0
GALE,70,70.0
PPP4R2P2,70,70.0
TMEM186,70,70.0
KARS1P3,70,70.0
ENDOD1,70,70.0
SENP8,70,70.0
MEAF6,70,70.0
CD200,70,70.0
LINC02683,70,70.0
TWF2,70,70.0
RNU6-198P,70,70.0
NFKBIZ,70,70.0
DPPA4,70,70.0
IDI1P1,70,70.0
LINC01568,70,70.0
STK17B,70,70.0
HSPD1P3,70,70.0
GLRXP2,70,70.0
LINC01010,70,70.0
POLR2M,70,70.0
IAH1,70,70.0
STXBP1,70,70.0
RTP4,70,70.0
EIF2B5-DT,70,70.0
LARP4B,70,70.0
TLK2P1,70,70.0
EMX1,70,70.0
PRPF19,70,70.0
KLF6,70,70.0
IGBP1,70,70.0
ENAHP1,70,70.0
PEBP1,70,70.0
SMIM44,70,70.0
LINC02765,70,70.0
PCGF1,70,70.0
FOXP1,70,70.0
APOL2,70,70.0
RNF112,70,70.0
AMOTL2,70,70.0
FAM241A,70,70.0
RHEB,70,70.0
CLIC1,70,70.0
RN7SL268P,70,70.0
RBFOX3,70,70.0
DAGLB,70,70.0
ERLIN2,70,70.0
AIFM2,70,70.0
CSTB,70,70.0
RNF168,70,70.0
LINC02963,70,70.0
PLP2,70,70.0
SEC11A,70,70.0
DERA,70,70.0
SNRPGP2,70,70.0
ISCA1,70,70.0
BFAR,70,70.0
RHPN2,70,70.0
POR,70,70.0
RSU1P3,70,70.0
LMNA,65,65.0
CDC42EP4,65,65.0
GNA15,65,65.0
ETS2,65,65.0
LINC01315,65,65.0
GYG1P1,65,65.0
DDX19B,65,65.0
ZBTB12BP,65,65.0
DNAJC22,65,65.0
MIXL1,65,65.0
ACSL1,65,65.0
RAB9A,65,65.0
MEGF6,65,65.0
MTND5P16,65,65.0
CASP3,65,65.0
PPP1R14D,65,65.0
PLCB1-IT1,65,65.0
RPL12P10,65,65.0
GALNT10,65,65.0
CTSB,65,65.0
CYFIP1,65,65.0
AADAT,65,65.0
RAB5C,65,65.0
LUZP4P1,65,65.0
RPL19P13,65,65.0
SNX24,65,65.0
RPS20P10,65,65.0
MST1R,65,65.0
BAG4,65,65.0
LINC01502,65,65.0
LINC02137,65,65.0
SNRPEP10,65,65.0
RPS3AP46,65,65.0
PCMT1,65,65.0
COL6A5,65,65.0
IFNA1,65,65.0
TRAPPC14,65,65.0
TRIM69,65,65.0
SELENOP,65,65.0
MUC6,65,65.0
GCNT1,65,65.0
CTXN1,65,65.0
PELO-AS1,65,65.0
EVA1CP5,65,65.0
BRD3,65,65.0
TMEM184B-AS1,65,65.0
TMEM242,60,60.0
FAM83G,60,60.0
FLJ46284,60,60.0
LINC00570,60,60.0
LINC00885,60,60.0
S100A1,60,60.0
DOCK9,60,60.0
ZNF584,60,60.0
MRM3,60,60.0
BNIP3P18,60,60.0
DUXAP7,60,60.0
MIR548N,60,60.0
LTA4H,60,60.0
LINC00261,60,60.0
TMEM41A,60,60.0
PYGL,60,60.0
FAM83A-AS1,60,60.0
LINC01020,60,60.0
VPS4B,60,60.0
SDC1,60,60.0
SLC6A12,60,60.0
TMEM253,60,60.0
PABPC1L,60,60.0
LINC02181,60,60.0
FAM131B-AS2,60,60.0
HELQ,60,60.0
SAR1A,60,60.0
MIPEP,60,60.0
KRTAP5-AS1,60,60.0
CCDC54-AS1,60,60.0
OR2AO1P,60,60.0
DOCK6-AS1,60,60.0
EEF1A1P45,60,60.0
SETP16,60,60.0
UNC45A,60,60.0
RNU6-403P,60,60.0
CDR2,60,60.0
RAB40B,60,60.0
MAP2K5,60,60.0
BNIP3P16,60,60.0
SEMA6A-AS1,60,60.0
EPCAM-DT,60,60.0
H1-5,60,60.0
NCMAP,60,60.0
SNORD1B,60,60.0
HIBCH,60,60.0
STRN3,60,60.0
KLHL34,60,60.0
CLDN4,60,60.0
ZNF555,60,60.0
CA8,60,60.0
TCERG1L,60,60.0
NAA20,60,60.0
CALM1,60,60.0
WTAP,60,60.0
TMEM176A,60,60.0
TMEM45B,60,60.0
CYB5B,60,60.0
SMU1,60,60.0
GLUL,60,60.0
HAL,60,60.0
TLCD3B,60,60.0
SCP2D1-AS1,60,60.0
TES,60,60.0
CCDC115,60,60.0
GATA1,60,60.0
PNKD,60,60.0
CERS2,60,60.0
MVP,60,60.0
NECTIN4,60,60.0
NXPH1,60,60.0
GNAI1,60,60.0
TMEM176B,60,60.0
LINC02257,55,55.00000000000001
XRN2,55,55.00000000000001
TRIM35,55,55.00000000000001
HNRNPA1P41,55,55.00000000000001
MTND4P22,55,55.00000000000001
PRELID1P3,55,55.00000000000001
LINC01524,55,55.00000000000001
CPNE8-AS1,55,55.00000000000001
NOSTRIN,55,55.00000000000001
REXO2,55,55.00000000000001
TRAV21,55,55.00000000000001
IDH2,55,55.00000000000001
LINC01687,55,55.00000000000001
KDM4A-AS1,55,55.00000000000001
POMT1,55,55.00000000000001
RASL11A,55,55.00000000000001
MGST3,55,55.00000000000001
KRT8P30,55,55.00000000000001
ANKRD20A7P,55,55.00000000000001
HSD17B3-AS1,55,55.00000000000001
TRGJP2,55,55.00000000000001
SAT1,55,55.00000000000001
EFNA5,55,55.00000000000001
THOC7,55,55.00000000000001
PPIAP91,55,55.00000000000001
OR7E158P,55,55.00000000000001
RPL21P44,55,55.00000000000001
GPR65,55,55.00000000000001
VCAN-AS1,55,55.00000000000001
CA14,55,55.00000000000001
H2AC21,55,55.00000000000001
JPT2,55,55.00000000000001
FAM135A-AS1,55,55.00000000000001
VN1R67P,55,55.00000000000001
LINC02767,55,55.00000000000001
PIK3IP1,55,55.00000000000001
RPS3P2,55,55.00000000000001
MIR744,55,55.00000000000001
MMP10,55,55.00000000000001
TNFRSF1A,55,55.00000000000001
OGFOD1P1,55,55.00000000000001
PIGG,55,55.00000000000001
PAFAH1B2,55,55.00000000000001
MARCHF3,55,55.00000000000001
WASIR2,55,55.00000000000001
NUP50,55,55.00000000000001
DRAM2,55,55.00000000000001
UXS1,55,55.00000000000001
CLYBL,55,55.00000000000001
RNVU1-33,55,55.00000000000001
TOR1AIP2,55,55.00000000000001
SLC35F5,55,55.00000000000001
PWWP2AP1,55,55.00000000000001
SBDS,55,55.00000000000001
TMC3,55,55.00000000000001
JUNB,55,55.00000000000001
BST1,55,55.00000000000001
ANG,55,55.00000000000001
BCL2L13,55,55.00000000000001
RDXP3,55,55.00000000000001
DCPS,55,55.00000000000001
CHCHD4P2,55,55.00000000000001
LINC02390,55,55.00000000000001
SRPK1,55,55.00000000000001
DHX15,55,55.00000000000001
MGST2,55,55.00000000000001
SNORD99,50,50.0
UBE2I,50,50.0
LAPTM4A,50,50.0
MAPK4,50,50.0
EPAS1,50,50.0
HARS2,50,50.0
SUMO1,50,50.0
DENND6A-AS1,50,50.0
ACADM,50,50.0
FRAS1,50,50.0
MTCYBP3,50,50.0
LINC01526,50,50.0
CD9,50,50.0
BCL10,50,50.0
EIF4A2P4,50,50.0
SNORD115,50,50.0
CTSV,50,50.0
SLC35A5,50,50.0
MRPL15,50,50.0
LINC01117,50,50.0
NR1I3,50,50.0
CACUL1,50,50.0
NRAS,50,50.0
RPL39P40,50,50.0
ACTR3,50,50.0
HEXA,50,50.0
MED12L,50,50.0
CDH19,50,50.0
FAM174B,50,50.0
SQSTM1,50,50.0
SNRPGP15,50,50.0
NLN,50,50.0
STAU1,50,50.0
NAA50,50,50.0
TBC1D28,50,50.0
S100A13,50,50.0
CSRP2,50,50.0
TBX5,50,50.0
BAG1,50,50.0
ZNF737,50,50.0
KRT18P6,50,50.0
WDR82,50,50.0
GBE1,50,50.0
EFNA1,50,50.0
PLK4,50,50.0
EDEM1,50,50.0
SPNS1,50,50.0
PMAIP1,50,50.0
HNRNPA3P7,50,50.0
C1orf105,50,50.0
FAM156B,50,50.0
RPGRIP1,50,50.0
COQ2,50,50.0
BICC1,50,50.0
IFT46,50,50.0
SERPINB8,50,50.0
CEP76,50,50.0
PNMA5,50,50.0
MIDEAS,50,50.0
SPINK6,50,50.0
STC1,50,50.0
AGPAT5,50,50.0
TOM1,50,50.0
PDGFA,50,50.0
COX6B1P5,50,50.0
IGBP1C,50,50.0
SLC26A2,50,50.0
MICU1,50,50.0
CUTC,50,50.0
AOAH-IT1,45,45.0
CCT8P1,45,45.0
LINC02084,45,45.0
HMGB2,45,45.0
TMEM59,45,45.0
NUP85,45,45.0
RNU4-21P,45,45.0
OSBPL10-AS1,45,45.0
ARLNC1,45,45.0
LINC00937,45,45.0
CNP,45,45.0
SNHG10,45,45.0
TM9SF5P,45,45.0
FBXO8,45,45.0
SNORD3B-1,45,45.0
NUS1P1,45,45.0
SLC16A5,45,45.0
ZNF414,45,45.0
PLP1,45,45.0
RNU6-1169P,45,45.0
PNMA1,45,45.0
RRAGA,45,45.0
CFL2,45,45.0
CGAS,45,45.0
LRATD2,45,45.0
HMGB1P41,45,45.0
MED31,45,45.0
RPL10P9,45,45.0
CLUH,45,45.0
ZNF20,45,45.0
SAPCD1-AS1,45,45.0
OR7A5,45,45.0
RAB2B,45,45.0
LINC01857,45,45.0
RNF14P3,45,45.0
TRBJ1-2,45,45.0
MIR5689HG,45,45.0
AUNIP,45,45.0
ZNF888,45,45.0
LINC00707,45,45.0
AVPR1B-DT,45,45.0
LURAP1L,45,45.0
TACC2,45,45.0
RNA5SP311,45,45.0
FAM204CP,45,45.0
SARS1,45,45.0
PSAT1P4,45,45.0
NALF1,45,45.0
GHITM,45,45.0
CD19,45,45.0
TRIP4,45,45.0
MORC4,45,45.0
ABHD3,45,45.0
ARF3,45,45.0
GTF2E1,45,45.0
ING1,45,45.0
SLC35C1,45,45.0
TRIM38,45,45.0
S100A14,45,45.0
GPR39,45,45.0
TRAPPC3,45,45.0
SORCS2,45,45.0
